"ogs"	"Z_sum"	"w_sum"	"Z_meta"	"p_meta"	"q_meta"	"gene"	"annot"
"ko:K12516"	-9.44783667973837	8	-3.340314691893	0.000836835066228384	1	"bigA"	"bigA; putative surface-exposed virulence protein"
"ko:K02809"	-11.5323597612841	12	-3.32910550628449	0.000871253929703362	1	NA	NA
"ko:K02810"	-11.5323597612841	12	-3.32910550628449	0.000871253929703362	1	"scrA, sacP, sacX, ptsS"	"scrA, sacP, sacX, ptsS; sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]"
"ko:K06223"	-18.2184597173059	30	-3.32622045005588	0.000880322742494494	1	"dam"	"dam; DNA adenine methylase [EC:2.1.1.72]"
"ko:K19147"	-18.7599880795635	32	-3.31632869650953	0.000912084845841053	1	"mcrC"	"mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC"
"ko:K01854"	-14.4512170786029	19	-3.31533657141048	0.000915328450421705	1	"glf"	"glf; UDP-galactopyranose mutase [EC:5.4.99.9]"
"ko:K01209"	-14.0435002289392	18	-3.31008474782592	0.000932677275710223	1	"abfA"	"abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]"
"ko:K07317"	-15.8682424167207	23	-3.30875726963814	0.000937110432808536	1	"K07317"	"K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"ko:K07339"	-16.172562277292	24	-3.30121045106241	0.00096268643274907	1	"hicA"	"hicA; mRNA interferase HicA [EC:3.1.-.-]"
"ko:K12684"	-10.9304002035852	11	-3.29563966215602	0.00098197879835292	1	"esp, sigA, sepA"	"esp, sigA, sepA; serine protease autotransporter [EC:3.4.21.-]"
"ko:K01897"	-10.4151045858793	10	-3.29354525602435	0.0009893241378899	1	"ACSL, fadD"	"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
"ko:K11962"	-7.35106769757652	5	-3.28749741579679	0.00101082116805331	1	"urtD"	"urtD; urea transport system ATP-binding protein"
"ko:K13953"	-7.34169636111227	5	-3.28330642672198	0.00102597078070326	1	"adhP"	"adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
"ko:K00217"	-10.3711547290879	10	-3.27964709099443	0.00103937013009175	1	"E1.3.1.32"	"E1.3.1.32; maleylacetate reductase [EC:1.3.1.32]"
"ko:K12990"	-12.1611070214889	14	-3.25019256559303	0.00115326887958098	1	"rfbF, rhlC"	"rfbF, rhlC; rhamnosyltransferase [EC:2.4.1.-]"
"ko:K02652"	-11.6955096729671	13	-3.24375075527446	0.00117966923704357	1	"pilB"	"pilB; type IV pilus assembly protein PilB"
"ko:K00023"	-9.70730011324173	9	-3.23576670441391	0.00121316492602801	1	"phbB"	"phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]"
"ko:K09002"	-11.6380039917543	13	-3.22780154894806	0.00124745483231177	1	"csm3"	"csm3; CRISPR-associated protein Csm3"
"ko:K07726"	-17.6610247303522	30	-3.22444721115683	0.00126216124227098	1	"K07726"	"K07726; putative transcriptional regulator"
"ko:K03556"	-14.0451333336637	19	-3.22217457105234	0.00127221595641915	1	"malT"	"malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein"
"ko:K05275"	-7.88826300714355	6	-3.22036988739569	0.00128025293431027	1	"E1.1.1.65"	"E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]"
"ko:K14187"	-7.8758012815107	6	-3.21528240920984	0.00130316248116795	1	"tyrA"	"tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"
"ko:K03189"	-8.47678391705133	7	-3.2039231660214	0.00135568650685718	1	"ureG"	"ureG; urease accessory protein"
"ko:K00823"	-11.4951459219178	13	-3.18817984926271	0.00143171456119422	1	"puuE"	"puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]"
"ko:K01628"	-13.8831904983523	19	-3.1850223366443	0.00144742835696378	1	"fucA"	"fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]"
"ko:K02450"	-13.8657302761999	19	-3.18101668696567	0.00146759175957463	1	"gspA"	"gspA; general secretion pathway protein A"
"ko:K07284"	-14.2198889648823	20	-3.1796638357976	0.00147445992393467	1	"srtA"	"srtA; sortase A [EC:3.4.22.70]"
"ko:K02806"	-13.4813084282721	18	-3.17757486963284	0.00148512339916756	1	"ptsN"	"ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-]"
"ko:K16238"	-10.9888921695715	12	-3.17221992609893	0.00151278397629113	1	"eat, eutP"	"eat, eutP; ethanolamine permease"
"ko:K10907"	-9.51501219254537	9	-3.17167073084846	0.0015156474750047	1	"K10907"	"K10907; aminotransferase [EC:2.6.1.-]"
"ko:K11960"	-7.7549300424468	6	-3.16593693249576	0.00154584305783034	1	"urtB"	"urtB; urea transport system permease protein"
"ko:K09774"	-13.0498911472643	17	-3.16506350605785	0.00155049105785873	1	"lptA"	"lptA; lipopolysaccharide export system protein LptA"
"ko:K11071"	-9.49297966653744	9	-3.16432655551248	0.00155442279881711	1	"potB"	"potB; spermidine/putrescine transport system permease protein"
"ko:K12955"	-10.959850001151	12	-3.16383617422123	0.00155704414115639	1	"ctpI"	"ctpI; cation-transporting P-type ATPase I [EC:7.2.2.-]"
"ko:K11961"	-8.32719853295057	7	-3.14738520514987	0.00164737777952059	1	"urtC"	"urtC; urea transport system permease protein"
"ko:K01999"	-9.43177611092034	9	-3.14392537030678	0.00166697946630708	1	"livK"	"livK; branched-chain amino acid transport system substrate-binding protein"
"ko:K16701"	-6.99425847549561	5	-3.12792748068245	0.00176043611422485	1	"amsD"	"amsD; amylovoran biosynthesis glycosyltransferase AmsD [EC:2.4.-.-]"
"ko:K01428"	-7.64446465006345	6	-3.12083962489984	0.00180336216305988	1	"ureC"	"ureC; urease subunit alpha [EC:3.5.1.5]"
"ko:K01429"	-7.64446465006345	6	-3.12083962489984	0.00180336216305988	1	"ureB"	"ureB; urease subunit beta [EC:3.5.1.5]"
"ko:K01430"	-7.64446465006345	6	-3.12083962489984	0.00180336216305988	1	"ureA"	"ureA; urease subunit gamma [EC:3.5.1.5]"
"ko:K14048"	-7.64446465006345	6	-3.12083962489984	0.00180336216305988	1	"ureAB"	"ureAB; urease subunit gamma/beta [EC:3.5.1.5]"
"ko:K19138"	-11.2435709395327	13	-3.11840550321554	0.0018183244016214	1	"csm2"	"csm2; CRISPR-associated protein Csm2"
"ko:K11752"	-12.0725970076478	15	-3.11713114373956	0.00182620314591507	1	"ribD"	"ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]"
"ko:K18785"	-10.7927293780117	12	-3.11559260584291	0.00183575697156529	1	"mp2"	"mp2; beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]"
"ko:K19134"	-9.34080452338169	9	-3.1136015077939	0.0018481892255134	1	"csx10"	"csx10; CRISPR-associated protein Csx10"
"ko:K01153"	-10.320722472821	11	-3.11181490979421	0.00185941039512435	1	"hsdR"	"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]"
"ko:K22213"	-11.2067346483077	13	-3.10818895423017	0.00188237675487965	1	"PATG"	"PATG; 6-methylsalicylate decarboxylase [EC:4.1.1.52]"
"ko:K03929"	-15.2147914857602	24	-3.10570630691287	0.00189825150519541	1	"pnbA"	"pnbA; para-nitrobenzyl esterase [EC:3.1.1.-]"
"ko:K06987"	-13.8824326977006	20	-3.10420632051243	0.00190790233520549	1	"K06987"	"K06987; uncharacterized protein"
"ko:K19070"	-7.59891408262939	6	-3.10224368361522	0.0019205978850929	1	"oorA"	"oorA; oxalate oxidoreductase subunit alpha [EC:1.2.7.10]"
"ko:K20534"	-9.80960233537916	10	-3.10206863203051	0.00192173398691102	1	"gtrB"	"gtrB; polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]"
"ko:K06921"	-15.5094242496748	25	-3.10188484993496	0.00192292741462816	1	"K06921"	"K06921; uncharacterized protein"
"ko:K21721"	-11.5848464791213	14	-3.09618045737475	0.00196031020321816	1	"sbnB"	"sbnB; N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase [EC:1.5.1.51]"
"ko:K16885"	-10.2583643275072	11	-3.09301322155527	0.00198135307642789	1	"qmoA"	"qmoA; quinone-modifying oxidoreductase, subunit QmoA"
"ko:K18120"	-11.1402139011606	13	-3.0897394184824	0.00200332172341339	1	"4hbD, abfH"	"4hbD, abfH; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]"
"ko:K20026"	-8.70407627240741	8	-3.0773556780921	0.00208845941987153	1	"hadC"	"hadC; (R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit [EC:4.2.1.157]"
"ko:K02492"	-12.2801247509986	16	-3.07003118774964	0.00214036419147328	1	"hemA"	"hemA; glutamyl-tRNA reductase [EC:1.2.1.70]"
"ko:K18831"	-14.6769246540893	23	-3.06035034440727	0.0022107821633513	1	"higA"	"higA; HTH-type transcriptional regulator / antitoxin HigA"
"ko:K04092"	-6.83799795430295	5	-3.05804565116518	0.00222785633967094	1	"tyrA1"	"tyrA1; chorismate mutase [EC:5.4.99.5]"
"ko:K03205"	-15.2121716322089	25	-3.04243432644178	0.00234673018985775	1	"virD4, lvhD4"	"virD4, lvhD4; type IV secretion system protein VirD4 [EC:7.4.2.8]"
"ko:K07110"	-13.1828960782216	19	-3.02436377832457	0.00249156647601086	1	"ramB"	"ramB; XRE family transcriptional regulator, fatty acid utilization regulator"
"ko:K07075"	-16.8081593878687	31	-3.01883454337233	0.00253749071220406	1	"K07075"	"K07075; uncharacterized protein"
"ko:K04095"	-16.2200836611706	29	-3.01199392072115	0.00259537795149204	1	"fic, FICD, HYPE"	"fic, FICD, HYPE; cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]"
"ko:K05349"	-12.0349280570787	16	-3.00873201426969	0.00262340406576419	1	"bglX"	"bglX; beta-glucosidase [EC:3.2.1.21]"
"ko:K01956"	-8.49977488961298	8	-3.00512423150224	0.00265472395427099	1	"carA, CPA1"	"carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"
"ko:K11959"	-7.35106769757652	6	-3.00106082061974	0.0026904082188163	1	"urtA"	"urtA; urea transport system substrate-binding protein"
"ko:K11963"	-7.35106769757652	6	-3.00106082061974	0.0026904082188163	1	"urtE"	"urtE; urea transport system ATP-binding protein"
"ko:K05601"	-14.0738367687021	22	-3.00055208095922	0.00269490663542161	1	"hcp"	"hcp; hydroxylamine reductase [EC:1.7.99.1]"
"ko:K12283"	-7.34923557022469	6	-3.00031285776044	0.00269702428792847	1	"mshM"	"mshM; MSHA biogenesis protein MshM"
"ko:K11072"	-9.9433006371177	11	-2.99801794463829	0.00271741672532838	1	"potA"	"potA; spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]"
"ko:K17680"	-16.3928541212214	30	-2.99291199469483	0.00276329418446356	1	"PEO1"	"PEO1; twinkle protein [EC:5.6.2.3]"
"ko:K18908"	-13.0364449327556	19	-2.99076558131129	0.00278279027658383	1	"mepA"	"mepA; multidrug efflux pump"
"ko:K02030"	-6.64578003180431	5	-2.97208318292503	0.0029578653362613	1	"ABC.PA.S"	"ABC.PA.S; polar amino acid transport system substrate-binding protein"
"ko:K01406"	-14.1740879367541	23	-2.95550164092573	0.00312161036534422	1	"prtC"	"prtC; serralysin [EC:3.4.24.40]"
"ko:K10036"	-6.60238108344354	5	-2.95267458318769	0.00315033872323561	1	"glnH"	"glnH; glutamine transport system substrate-binding protein"
"ko:K10004"	-6.60132072092127	5	-2.95220037465157	0.00315518113241275	1	"gltL, aatP"	"gltL, aatP; glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K02395"	-12.5115117867637	18	-2.94899160910534	0.00318812631929062	1	"flgJ"	"flgJ; peptidoglycan hydrolase FlgJ"
"ko:K07154"	-13.8272459339967	22	-2.94797873835329	0.0031985906298508	1	"hipA"	"hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]"
"ko:K21686"	-11.3672902713813	15	-2.93502172750436	0.00333524332908668	1	"prpR"	"prpR; XRE family transcriptional regulator, fatty acid utilization regulator"
"ko:K13954"	-12.088882399511	17	-2.93198464875611	0.00336803394870595	1	"yiaY"	"yiaY; alcohol dehydrogenase [EC:1.1.1.1]"
"ko:K01347"	-11.7231154274582	16	-2.93077885686454	0.00338113380707338	1	"iga"	"iga; IgA-specific serine endopeptidase [EC:3.4.21.72]"
"ko:K01580"	-8.77592328966269	9	-2.9253077632209	0.00344115712329781	1	"E4.1.1.15, gadB, gadA, GAD"	"E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]"
"ko:K05966"	-10.1243536651508	12	-2.92264915697289	0.00347067343798653	1	"citG"	"citG; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"ko:K07741"	-15.6628246701709	29	-2.90851352393525	0.00363151469083467	1	"antB"	"antB; anti-repressor protein"
"ko:K07011"	-11.9448913712191	17	-2.89706169470972	0.0037667567261601	1	NA	NA
"ko:K08364"	-9.60514126343968	11	-2.89605905719906	0.00377881278411734	1	"merP"	"merP; periplasmic mercuric ion binding protein"
"ko:K09972"	-6.44875537744557	5	-2.88397107884712	0.00392694816262518	1	"aapP, bztD"	"aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K01534"	-7.62483109775094	7	-2.8819152676458	0.00395266009191729	1	"zntA"	"zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]"
"ko:K07250"	-8.6424316864921	9	-2.88081056216403	0.00396653964756987	1	"gabT"	"gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]"
"ko:K01646"	-9.96233640566526	12	-2.87587880278422	0.00402904380353661	1	"citD"	"citD; citrate lyase subunit gamma (acyl carrier protein)"
"ko:K06148"	-9.52751741331225	11	-2.87265458577583	0.00407038885291006	1	"ABCC-BAC"	"ABCC-BAC; ATP-binding cassette, subfamily C, bacterial"
"ko:K16875"	-7.59505804938651	7	-2.87066211311086	0.00409613102796752	1	"hmfG"	"hmfG; 2,5-furandicarboxylate decarboxylase 2"
"ko:K06894"	-8.11545141967715	8	-2.86924536562185	0.00411452477997625	1	"yfhM"	"yfhM; alpha-2-macroglobulin"
"ko:K03187"	-7.00652142527597	6	-2.86040039396734	0.0042310644204034	1	"ureE"	"ureE; urease accessory protein"
"ko:K03188"	-7.00652142527597	6	-2.86040039396734	0.0042310644204034	1	"ureF"	"ureF; urease accessory protein"
"ko:K07289"	-11.4408254966629	16	-2.86020637416572	0.00423365401453693	1	"asmA"	"asmA; AsmA protein"
"ko:K11689"	-10.6873715888957	14	-2.85632020362783	0.00428582665136785	1	"dctQ"	"dctQ; C4-dicarboxylate transporter, DctQ subunit"
"ko:K01845"	-8.06512379548648	8	-2.85145186344874	0.00435200751082264	1	"hemL"	"hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"
"ko:K03190"	-7.54043933213518	7	-2.85001817842852	0.00437167304410307	1	"ureD, ureH"	"ureD, ureH; urease accessory protein"
"ko:K00362"	-11.0365396728805	15	-2.84962229018823	0.00437711752796046	1	"nirB"	"nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]"
"ko:K05800"	-8.04539852466542	8	-2.84447792706958	0.00444842678678704	1	"ybaO"	"ybaO; Lrp/AsnC family transcriptional regulator"
"ko:K00634"	-11.7214314722357	17	-2.84286470843924	0.00447100448796595	1	"ptb"	"ptb; phosphate butyryltransferase [EC:2.3.1.19]"
"ko:K20903"	-6.32343123075974	5	-2.82792441660479	0.00468508666496948	1	"hgdA"	"hgdA; (R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha [EC:4.2.1.167]"
"ko:K03656"	-6.32087040331999	5	-2.826779179758	0.00470187386481268	1	"rep"	"rep; ATP-dependent DNA helicase Rep [EC:5.6.2.4]"
"ko:K01501"	-9.75481502588486	12	-2.81597254054481	0.00486298229359087	1	"E3.5.5.1"	"E3.5.5.1; nitrilase [EC:3.5.5.1]"
"ko:K12992"	-7.44453088596531	7	-2.81376819311479	0.00489645228478292	1	"rfbN, wbaN"	"rfbN, wbaN; O-antigen biosynthesis alpha-1,3-rhamnosyltransferase [EC:2.4.1.377]"
"ko:K05964"	-9.68629803512686	12	-2.79619338901572	0.00517084490014899	1	"citX"	"citX; holo-ACP synthase [EC:2.7.7.61]"
"ko:K13927"	-9.68629803512686	12	-2.79619338901572	0.00517084490014899	1	"citXG"	"citXG; holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]"
"ko:K01216"	-6.84915061129555	6	-2.79615402819093	0.0051714747246743	1	"bglS"	"bglS; licheninase [EC:3.2.1.73]"
"ko:K17398"	-6.2280524786826	5	-2.78526974195407	0.0053483210504623	1	"DNMT3A"	"DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]"
"ko:K06934"	-12.1048587655224	19	-2.77704505709182	0.00548555740426132	1	"K06934"	"K06934; uncharacterized protein"
"ko:K00812"	-6.19808595853916	5	-2.7718683067361	0.00557355803483013	1	"aspB"	"aspB; aspartate aminotransferase [EC:2.6.1.1]"
"ko:K03932"	-8.75902651833228	10	-2.76984738837446	0.00560825632807014	1	"lpqC"	"lpqC; polyhydroxybutyrate depolymerase"
"ko:K12991"	-6.77731134721574	6	-2.76682577144217	0.00566049979497326	1	"rfbG"	"rfbG; rhamnosyltransferase [EC:2.4.1.-]"
"ko:K19158"	-13.5459745086297	24	-2.76506046790756	0.00569122449121689	1	"yoeB"	"yoeB; toxin YoeB [EC:3.1.-.-]"
"ko:K13930"	-9.57755151928566	12	-2.76480097391854	0.00569575358222505	1	"mdcB"	"mdcB; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"ko:K07013"	-6.76438733204273	6	-2.76154956434186	0.00575277840630893	1	"K07013"	"K07013; uncharacterized protein"
"ko:K17076"	-10.3217447700986	14	-2.75860232595961	0.00580491282198887	1	"lysY"	"lysY; putative lysine transport system ATP-binding protein"
"ko:K09760"	-6.16791830085465	5	-2.7583769200752	0.00580891756282759	1	"rmuC"	"rmuC; DNA recombination protein RmuC"
"ko:K16182"	-11.0213143840193	16	-2.75532859600482	0.00586332168202421	1	"pylD"	"pylD; 3-methylornithyl-N6-L-lysine dehydrogenase [EC:1.4.1.-]"
"ko:K07039"	-10.2681326250548	14	-2.74427387749363	0.0060644918721507	1	"K07039"	"K07039; uncharacterized protein"
"ko:K02586"	-6.12689451110134	5	-2.74003052355859	0.0061433478758331	1	"nifD"	"nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]"
"ko:K01338"	-7.71358929428408	8	-2.72716564863811	0.00638809610243621	1	"lon"	"lon; ATP-dependent Lon protease [EC:3.4.21.53]"
"ko:K19231"	-7.69328865919848	8	-2.7199882902724	0.00652842281250819	1	"bmaC"	"bmaC; fibronectin-binding autotransporter adhesin"
"ko:K01185"	-13.5902255258698	25	-2.71804510517397	0.0065668885327381	1	"E3.2.1.17"	"E3.2.1.17; lysozyme [EC:3.2.1.17]"
"ko:K02014"	-12.1546489198296	20	-2.71786212273834	0.00657052118452191	1	"TC.FEV.OM"	"TC.FEV.OM; iron complex outermembrane recepter protein"
"ko:K07076"	-10.1152764587122	14	-2.70342134864293	0.00686296878568949	1	"K07076"	"K07076; uncharacterized protein"
"ko:K07464"	-12.8914341986208	23	-2.68804984828075	0.00718706667081686	1	"cas4"	"cas4; CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]"
"ko:K01643"	-9.3086224362077	12	-2.68716783466455	0.00720607344973022	1	"citF"	"citF; citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]"
"ko:K12527"	-8.49101330442713	10	-2.68509416847824	0.00725093734272708	1	"ygfK"	"ygfK; putative selenate reductase [EC:1.97.1.9]"
"ko:K16264"	-11.0604378170389	17	-2.68255019913103	0.00730631855669561	1	"czcD, zitB"	"czcD, zitB; cobalt-zinc-cadmium efflux system protein"
"ko:K16789"	-7.58530274069629	8	-2.68180950264963	0.00732251441172856	1	"thiT"	"thiT; thiamine transporter"
"ko:K07492"	-5.99282209736115	5	-2.68007151735248	0.00736064322549577	1	"K07492"	"K07492; putative transposase"
"ko:K03924"	-11.0477454070271	17	-2.67947183753559	0.00737384058131264	1	"moxR"	"moxR; MoxR-like ATPase [EC:3.6.3.-]"
"ko:K03523"	-5.99047237374867	5	-2.67902068900731	0.00738378314641931	1	"bioY"	"bioY; biotin transport system substrate-specific component"
"ko:K01829"	-5.98798938112444	5	-2.67791026094823	0.00740830638479226	1	"dsbH"	"dsbH; disulfide reductase [EC:1.8.-.-]"
"ko:K11016"	-9.99746658424961	14	-2.67193533528452	0.0075415179727088	1	"shlA, hhdA, hpmA"	"shlA, hhdA, hpmA; hemolysin"
"ko:K07319"	-14.6121017877313	30	-2.667792587234	0.00763513767638683	1	"yhdJ"	"yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"ko:K09955"	-10.98304362877	17	-2.66377935130506	0.00772682264878996	1	"K09955"	"K09955; uncharacterized protein"
"ko:K09690"	-11.3007668890067	18	-2.66361629994169	0.00773056843250534	1	"wzm, rfbA"	"wzm, rfbA; lipopolysaccharide transport system permease protein"
"ko:K03319"	-8.81855003030289	11	-2.6588928768629	0.0078397885588645	1	"TC.DASS"	"TC.DASS; divalent anion:Na+ symporter, DASS family"
"ko:K20391"	-9.94562757681143	14	-2.65808077777708	0.00785870544686638	1	"plcR"	"plcR; HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes"
"ko:K01295"	-8.40533595070162	10	-2.65800061031139	0.00786057506882866	1	"cpg"	"cpg; glutamate carboxypeptidase [EC:3.4.17.11]"
"ko:K16962"	-9.11473922176548	12	-2.63119857163977	0.00850843063126656	1	"yxeN"	"yxeN; putative S-methylcysteine transport system permease protein"
"ko:K11328"	-5.86337464810244	5	-2.62218085814119	0.0087369052887049	1	"nrsS, rppB"	"nrsS, rppB; two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]"
"ko:K01198"	-11.7220335987734	20	-2.62112639613939	0.00876397623374632	1	"xynB"	"xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]"
"ko:K00692"	-10.1263108752238	15	-2.61460222521738	0.00893314239185285	1	"sacB"	"sacB; levansucrase [EC:2.4.1.10]"
"ko:K01609"	-11.0803094375201	18	-2.61165398030525	0.00901054007485528	1	"trpC"	"trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]"
"ko:K00854"	-10.4440831642091	16	-2.61102079105229	0.0090272405409504	1	"xylB, XYLB"	"xylB, XYLB; xylulokinase [EC:2.7.1.17]"
"ko:K17249"	-6.39115925915765	6	-2.6091798416334	0.00907595297630258	1	"pglH"	"pglH; GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]"
"ko:K06904"	-12.9734595856404	25	-2.59469191712808	0.00946757405598535	1	"K06904"	"K06904; uncharacterized protein"
"ko:K01790"	-10.6953259336172	17	-2.59399756027716	0.00948671601004172	1	"rfbC, rmlC"	"rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"
"ko:K07045"	-11.2697362415783	19	-2.58545481038936	0.00972506200500152	1	"K07045"	"K07045; uncharacterized protein"
